station id,station name,latitude,longitude,zipcode,burrough,city,county,state
493,W 45 St & 6 Ave,40.7568001,-73.98291153,10036,Manhattan,New York,New York County,New York
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,10036,Manhattan,New York,New York County,New York
508,W 46 St & 11 Ave,40.76341379,-73.99667444,10036,Manhattan,New York,New York County,New York
495,W 47 St & 10 Ave,40.76269882,-73.99301222,10036,Manhattan,New York,New York County,New York
3731,W 47 St & 6 Ave,40.758396999999995,-73.98255,10036,Manhattan,New York,New York County,New York
450,W 49 St & 8 Ave,40.76227205,-73.98788205,10019,Manhattan,New York,New York County,New York
3699,W 50 St & 9 Ave,40.76360468,-73.98917958,10019,Manhattan,New York,New York County,New York
72,W 52 St & 11 Ave,40.76727216,-73.99392888,10019,Manhattan,New York,New York County,New York
520,W 52 St & 5 Ave,40.75992262,-73.97648516,10019,Manhattan,New York,New York County,New York
3443,W 52 St & 6 Ave,40.76132983,-73.97982001,10019,Manhattan,New York,New York County,New York
480,W 53 St & 10 Ave,40.76669671,-73.99061728,10019,Manhattan,New York,New York County,New York
