station id,station name,latitude,longitude,zipcode,burrough,city,county,state
423,W 54 St & 9 Ave,40.76584941,-73.98690506,10019,Manhattan,New York,New York County,New York
3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,10019,Manhattan,New York,New York County,New York
513,W 56 St & 10 Ave,40.768254,-73.988639,10019,Manhattan,New York,New York County,New York
422,W 59 St & 10 Ave,40.770513,-73.988038,10019,Manhattan,New York,New York County,New York
3158,W 63 St & Broadway,40.77163851,-73.98261428,10023,Manhattan,New York,New York County,New York
3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,10023,Manhattan,New York,New York County,New York
3159,W 67 St & Broadway,40.77492513,-73.98266566,10023,Manhattan,New York,New York County,New York
3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,10023,Manhattan,New York,New York County,New York
3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,10023,Manhattan,New York,New York County,New York
3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,10023,Manhattan,New York,New York County,New York
3226,W 82 St & Central Park West,40.78275,-73.97137,10024,Manhattan,New York,New York County,New York
3177,W 84 St & Broadway,40.7867947,-73.977112,10024,Manhattan,New York,New York County,New York
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,10024,Manhattan,New York,New York County,New York
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,10024,Manhattan,New York,New York County,New York
3287,W 87 St & West End Ave,40.789621999999994,-73.97757,10024,Manhattan,New York,New York County,New York
3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,10024,Manhattan,New York,New York County,New York
3289,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,10024,Manhattan,New York,New York County,New York
3293,W 92 St & Broadway,40.7921,-73.9739,10025,Manhattan,New York,New York County,New York
3314,W 95 St & Broadway,40.7937704,-73.971888,10025,Manhattan,New York,New York County,New York
3467,W Broadway & Spring St,40.72494672,-74.00165856,10012,Manhattan,New York,New York County,New York
3740,W Broadway & W Houston St,40.726378000000004,-74.000472,10012,Manhattan,New York,New York County,New York
3298,Warren St & Court St,40.686371,-73.99383324,11201,Brooklyn,,Kings County,New York
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,11238,Brooklyn,,Kings County,New York
313,Washington Ave & Park Ave,40.69610226,-73.96751037,11205,Brooklyn,,Kings County,New York
262,Washington Park,40.6917823,-73.97372990000001,11205,Brooklyn,,Kings County,New York
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,10011,Manhattan,New York,New York County,New York
335,Washington Pl & Broadway,40.72903917,-73.99404649,10003,Manhattan,New York,New York County,New York
405,Washington St & Gansevoort St,40.739323,-74.008119,10014,Manhattan,New York,New York County,New York
534,Water - Whitehall Plaza,40.70255065,-74.0127234,10004,Manhattan,New York,New York County,New York
3768,Waterbury St & Stagg St,40.710190000000004,-73.93734,11206,Brooklyn,,Kings County,New York
328,Watts St & Greenwich St,40.72405549,-74.00965965,10013,Manhattan,New York,New York County,New York
3423,West Drive & Prospect Park West,40.66106337,-73.97945255,11215,Brooklyn,,Kings County,New York
3366,West End Ave & W 107 St,40.8021174,-73.96818053,10025,Manhattan,New York,New York County,New York
3307,West End Ave & W 94 St,40.7941654,-73.974124,10025,Manhattan,New York,New York County,New York
426,West St & Chambers St,40.71754834,-74.01322069,10282,Manhattan,New York,New York County,New York
363,West Thames St,40.70834698,-74.01713445,10280,Manhattan,New York,New York County,New York
3769,White St & Johnson Ave,40.707174,-73.93581,11206,Brooklyn,,Kings County,New York
3756,White St & Moore St,40.704508000000004,-73.9351,11206,Brooklyn,,Kings County,New York
360,William St & Pine St,40.70717936,-74.00887308,10005,Manhattan,New York,New York County,New York
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,11205,Brooklyn,,Kings County,New York
3820,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,11221,Brooklyn,,Kings County,New York
3880,Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,11385,Queens,,Queens County,New York
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,11206,Brooklyn,,Kings County,New York
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,11205,Brooklyn,,Kings County,New York
3760,Willoughby Ave & Wyckoff Ave,40.705614000000004,-73.92153,11237,Brooklyn,,Kings County,New York
3917,Willoughby St & Ashland Pl,40.69178,-73.97877,11201,Brooklyn,,Kings County,New York
239,Willoughby St & Fleet St,40.69196566,-73.9813018,11201,Brooklyn,,Kings County,New York
3866,Wilson Ave & Moffat St,40.68906,-73.90505999999999,11207,Brooklyn,,Kings County,New York
3860,Wilson Ave & Troutman St,40.70166,-73.92754000000001,11206,Brooklyn,,Kings County,New York
3817,Withers St & Kingsland Ave,40.717729999999996,-73.94051,11211,Brooklyn,,Kings County,New York
3340,Wolcott St & Dwight St,40.6753274,-74.0100698,11231,Brooklyn,,Kings County,New York
3888,Woodward Ave & Harman St,40.70793,-73.91091999999999,11385,Queens,,Queens County,New York
3763,Wyckoff Av & Jefferson St,40.707165,-73.923711,11237,Brooklyn,,Kings County,New York
3780,Wyckoff Av & Stanhope St,40.703545,-73.917775,11237,Brooklyn,,Kings County,New York
3720,Wyckoff St & Bond St,40.68461654,-73.98721285,11217,Brooklyn,,Kings County,New York
3911,Wyckoff St & Nevins St,40.683426000000004,-73.984275,11217,Brooklyn,,Kings County,New York
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,11249,Brooklyn,,Kings County,New York
3638,Washington St,40.7242941,-74.0354826,07310,,Jersey City,Hudson County,New Jersey
3245,NYCBS DEPOT - DELANCEY,40.71644423,-73.98233056,10002,Manhattan,New York,New York County,New York
3432,Forrest portable kiosk,40.70304842,-73.93200427,11206,Brooklyn,,Kings County,New York
